t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
0,2323525396462675.0,1660639810838864.5,5.998272484475936e+16,187805744480523.5,1660551043755366.5,3.5367647709594504e+16,-7236346739.19076,7690138140.555963,1283375851.3451004,-70.77089692210401,-52375763972.57218,410.1634918741686
