t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 11: solute,Flux surface 12: solute,Flux surface 13: solute,Flux surface 9: solute,Flux surface 14: solute,Flux surface 10: solute
286354.8875718859,2295810346.8436007,6645833401.110209,19238660780.709988,28180304528.66382,137693223.45641437,0.0,2921.8039970078344,137696145.26041117,202357026.40038818,0.0,657386.6836497226,203014413.08403865,-765204.1087145681,-69022.97397426418,-146.84726642185666,-113051.14836589321,-7272.215218168016,-48559.6750349732
318590.3763290745,1062069845.0100617,3074443524.0171213,8900038969.62541,13036552338.652615,62843241.97979014,0.0,1333.5125069506992,62844575.49229697,92320624.49392696,0.0,299917.1822645163,92620541.67619033,-353556.0638970714,-32018.83465572821,-68.78350234567071,-52261.88795894262,-3316.674810037483,-22150.464604655706
354049.413961982,466613241.4499068,1350736079.5778682,3910172254.7428303,5727521575.770534,27288702.908186022,0.0,579.0571186354624,27289281.965304673,40075839.52584831,0.0,130192.2829643876,40206031.808812864,-155168.84528308848,-14123.77664151209,-30.21085015949448,-22924.861559037683,-1439.3448756695186,-9613.995948060901
393054.35535818024,194246581.55908483,562298372.1071576,1627766910.5483208,2384311864.214553,11246057.661789669,0.0,238.6375698234714,11246296.299359452,16511292.477751171,0.0,53639.37194607099,16564931.849697294,-64537.30996091055,-5908.872754022767,-12.422836408150818,-9522.007608482032,-592.8716141535522,-3960.486693750802
435959.7908939983,76447139.84126417,221296570.2753132,640619380.213572,938363090.3301575,4387794.780161856,0.0,93.1075328539002,4387887.88769469,6440600.892077372,0.0,20923.243124202603,6461524.135201595,-25379.739682412514,-2338.6590464396304,-4.775476609537393,-3737.178503046846,-231.21704330626682,-1544.7126942776872
483155.76998339815,28380354.375298,82154480.85561045,237824529.08934385,348359364.32025194,1616893.040544342,0.0,34.30992775103611,1616927.3504720998,2372882.725681286,0.0,7708.65995372425,2380591.3856350095,-9415.913078674253,-873.5127993042133,-1.713734587739162,-1383.104584892099,-85.17216433431064,-569.0599085346668
535071.346981738,9917042.946494902,28707517.324251547,83103827.30468085,121728387.57542898,561428.4863213934,0.0,11.91332408516988,561440.3996454818,823792.0520530243,0.0,2676.2101359372937,826468.2621889584,-3288.4299805388337,-307.17086412007177,-0.5733537797534268,-481.70094058088984,-29.56506991447955,-197.54466765685083
592178.4816799118,3254909.3303354247,9422200.397217682,27275814.408170827,39952924.135724165,183276.66826616434,0.0,3.88906939975798,183280.55733556367,268886.98307429295,0.0,873.5190728433386,269760.5021471352,-1078.8072710664967,-101.46303161129778,-0.17860767401675076,-157.5591305618086,-9.648972965241667,-64.47454807935507
654996.3298479031,1001384.6481160262,2898774.089138175,8391503.124003483,12291661.861257575,56127.548583662094,0.0,1.191007746622436,56128.73959140897,82335.60369873856,0.0,267.47936766077555,82603.08306639903,-331.76897579618804,-31.412633318633443,-0.051742043229423884,-48.306539953309255,-2.9543195816428343,-19.74154571177967
724095.9628326935,288212.2353415299,834306.9384493525,2415189.685376167,3537708.8591670576,16091.451470901346,0.0,0.3414552005184322,16091.792926101796,23602.8206938592,0.0,76.67724860928686,23679.497942468497,-95.45610091769449,-9.096319493299008,-0.013923241975718802,-13.856090430612182,-0.8468359837879366,-5.658950454632133
800105.5591159628,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
883716.1150275592,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
975687.7265303152,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1076856.4991833468,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1188142.1491016815,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1310556.3640118497,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1445212.0004130348,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1593333.2004543385,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1756266.5204997724,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
1935493.1725497497,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
2132642.489804725,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
2349506.738785198,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
2588057.4126637178,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
2592000.0,77455.22263439001,224214.7339317933,649067.013282098,950736.9698482867,4310.206069595869,0.0,0.09146112645158305,4310.297530722335,6321.652674193405,0.0,20.536822272551543,6342.189496465955,-25.64607369188149,-2.4588576742343093,-0.0034761310505362214,-3.71150710354387,-0.22679713169728677,-1.515598519839973
