t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 12: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 14: solute,Flux surface 9: solute,Flux surface 15: solute,Flux surface 10: solute
50.0,2612958110.864807,7778611171264.099,142664666561569.88,150445890690943.44,-280289244730.9409,0.0,-32002843.43986566,-280321247574.3808,980138887479.0017,0.03594123461189879,1683178760165.24,2663317647644.286,711126.1180862596,-2964.219329439952,-294.67063115367296,-0.02732367695378009,-2053.238875137527,-98342.48811326623,-2866152.5275372444
105.0,8919813565.055054,9741131346918.217,140657762206318.84,150407813366803.1,-304116005775.9246,0.0,-27468397.165760983,-304143474173.09015,1564197791683.2097,0.03594123461189879,1096400065271.7167,2660597856954.965,1678603.7358747455,-22696.971595809584,-2269.2669049360475,-0.21427830882392682,-15410.219381820802,-373894.99943624734,-10860142.383623162
165.5,29446615740.621193,12379421821566.074,137999644817193.69,150408513254503.4,-302397730010.66833,0.0,-21815580.304040574,-302419545590.9718,2046876419759.3687,0.03594123461189879,607605194687.0331,2654481614446.433,3437804.5008919165,-162748.0039884935,-16271.723689211776,-1.5365030626804421,-110495.31699481448,-1126706.503238136,-32365225.170265585
232.05,91707375917.02135,15485345502043.285,134832144713872.78,150409197591834.8,-298092349550.7798,0.0,-17349157.032772224,-298109698707.8128,2336218503597.5596,0.03594123461189879,305145851056.6364,2641364354654.212,6674385.534967213,-1063546.3921769387,-106333.91927091575,-10.040943761449912,-722042.9461959297,-2864341.4766768897,-79919561.70540176
305.25500000000005,268887353443.83035,19048662057054.973,131090440361327.23,150407989771827.03,-291179896917.024,0.0,-13812884.544921841,-291193709801.5665,2468373930286.446,0.03594123461189879,147538201040.54434,2615912131327.037,12583309.93853062,-6315551.2634074,-631419.2264078951,-59.62642422134013,-4286340.133441024,-6537419.494859535,-171175619.35842508
385.7805000000001,740624498550.6475,23007123698985.547,126649406130042.36,150397154327578.34,-278728321234.01373,0.0,-10889750.500322673,-278739210984.5137,2499301812546.4136,0.03594123461189879,71135349425.07118,2570437161971.527,22962529.93257848,-33986781.21159889,-3397574.5125998855,-320.9205570741938,-23026065.348257657,-13923941.805375854,-324880243.6036193
474.35855000000015,1910287563237.3445,27201909030811.445,121225230562301.89,150337427156350.44,-236863884274.9327,0.0,-7701673.86931367,-236871585948.80338,2454432486953.6963,0.03594123461189879,34620295536.30876,2489052782490.017,35832509.13179721,-165161182.75106677,-16501191.029862808,-1560.6800670918306,-110876403.65154427,-28117308.392277166,-551398389.414254
571.7944050000002,4584649045003.721,31275891025690.598,114195111494257.31,150055651564951.16,-70082932421.2897,0.0,-1916285.0806436806,-70084848706.37012,2327415925287.7485,0.03594123461189879,16928423733.681623,2344344349021.4575,16104226.869697897,-719708080.5086497,-71715994.63805409,-6823.259017626034,-464559979.60158974,-54312241.411544785,-843439207.4930028
678.9738455000003,5728968983240.853,32223360502265.582,111663016298360.83,149615345783867.22,170670214731.27518,0.0,4459390.021390498,170674674121.29608,2178623688442.6196,0.03594123461189879,13319753931.824484,2191943442374.4934,-58356556.29793251,-1049930991.8179004,-104239031.15267314,-10002.340969873836,-641643566.3477743,-65291094.48361274,-814442493.0958955
796.8712300500003,5710979989886.203,32122180275872.164,111312387818041.34,149145548083800.6,406944927275.89496,0.0,10632939.967075367,406955560215.8612,2048124527162.3467,0.03594123461189879,12521903068.193016,2060646430230.5928,-131523030.69456093,-1044690826.2210609,-103382246.39966677,-10001.50127634225,-605706717.7980478,-66149797.3110972,-686479857.1020622
926.5583530550005,5691766071734.74,32014109519213.273,110937911021234.34,148643786612183.4,632028481054.4542,0.0,16514079.53656271,632044995133.9921,1940748840906.6956,0.03594123461189879,11865425548.89799,1952614266455.623,-200562915.72162342,-1039344111.6405785,-102573930.84357905,-10000.544985782191,-572757321.6156111,-66397238.912464954,-590971883.7178507
1069.2141883605007,5671228864604.278,31898595781363.566,110537643512211.48,148107468158179.6,841275310581.1919,0.0,21981426.164456066,841297292007.356,1858454998245.2563,0.03594123461189879,11362294329.41097,1869817292574.7102,-264365095.81734142,-1033847703.4053808,-101814078.98930171,-9999.464634382082,-542362442.0015328,-65716759.11641329,-515557893.5079089
1226.1356071965508,5649264970124.288,31775057486283.395,110109570040976.9,147533892497383.44,1032147093103.3533,0.0,26968656.789467428,1032174061760.1442,1802207573858.2356,0.03594123461189879,11018406647.18063,1813225980505.437,-322207473.1690136,-1028162081.4838408,-101098313.93791826,-9998.251520251573,-514146067.66021717,-64071883.68168612,-453443434.30743533
1398.749167916206,5625766996794.473,31642890597832.64,109651597519857.08,146920255114482.12,1203303842285.2168,0.0,31440759.317274477,1203335283044.5396,1772406799382.898,0.03594123461189879,10836209437.727423,1783243008820.6458,-373723492.04199326,-1022251877.3957179,-100419951.21221164,-9996.8955138638,-487789016.91525656,-61637215.255758084,-401011810.56361794
1588.6240847078268,5600623487003.562,31501468209307.74,109161553602095.89,146263645298407.66,1354133641295.394,0.0,35381745.15968998,1354169023040.5579,1768985266094.4978,0.03594123461189879,10815290562.32276,1779800556656.8508,-418804757.88810414,-1016085843.3228391,-99771500.4473698,-9995.384873629195,-463026899.4549046,-58697623.32323521,-356642803.4588842
1797.4864931786096,5573718745861.937,31350139580688.395,108637183345756.06,145561041672304.97,1484533467231.9077,0.0,38788922.46286533,1484572256154.36,1791310570279.0422,0.03594123461189879,10951783598.630941,1802262353877.7058,-457520833.8408516,-1009636412.5770773,-99145606.93158823,-9993.706077653813,-439646302.7219409,-55566938.81908824,-319924620.15469056
2027.2351424964709,5544932606164.043,31188228816621.902,108076144631995.95,144809306054782.47,1594801907259.44,0.0,41670092.91993767,1594843577352.36,1838034356913.709,0.03594123461189879,11237444918.375362,1849271801832.1218,-490065432.11758333,-1002878974.6702051,-98535531.99298766,-9991.843661830631,-417479403.48404753,-52536303.3270561,-291038841.6084765
2279.9586567461183,5514140160682.945,31015033360650.844,107476002946122.69,144005176467454.2,1685572494813.738,0.0,44041809.933035016,1685616536623.6707,1906971232322.515,0.03594123461189879,11658913378.873201,1918630145701.4167,-516721940.8302991,-995790993.2866603,-97935309.27449656,-9989.780051509391,-396397417.27637964,-49846898.04746609,-270286912.36931163
2557.9545224207304,5481211493657.376,30829822484880.855,106834226142469.47,143145260121007.9,1757755833938.7183,0.0,45927866.39772261,1757801761805.1182,1995047980071.6414,0.03594123461189879,12197399837.346401,2007245379909.0251,-537839249.381202,-988351086.3656191,-97339707.64042103,-9987.495373162552,-376303436.3274883,-47678457.3055928,-257764488.49834466
2863.7499746628037,5446011442764.997,30631835951129.17,106148179803237.72,142226027197133.34,1812478215592.7263,0.0,47357690.827182725,1812525573283.5625,2098336948809.0725,0.03594123461189879,12828891279.127943,2111165840088.2273,-553811315.7063376,-980538168.8314999,-96744102.15626061,-9984.967233395857,-357125244.9429343,-46146346.437245846,-253180176.50403407
3200.124972129084,5408399420162.041,30420283004276.227,105415123748354.61,141243806172793.84,1851014020965.2026,0.0,48364581.13908465,1851062385546.337,2212171676808.5957,0.03594123461189879,13524857727.917614,2225696534536.561,-565057133.9462565,-972330734.5231442,-96144319.79466699,-9982.170454537643,-338808642.5255716,-45302677.28900064,-255798894.6466082
3570.137469341993,5368229316650.027,30194341833191.324,104632210165467.81,140194781315309.9,1874714321863.364,0.0,48983839.076857425,1874763305702.4368,2331333237304.3657,0.03594123461189879,14253391531.356144,2345586628835.766,-572000408.308964,-963706327.3317677,-95536496.56731987,-9979.076757815275,-321311673.50500214,-45139479.03492288,-264479876.28394544
3977.1512162761924,5325349507587.102,29953159603919.875,103796483722915.66,139074992834422.39,1884937040017.7021,0.0,49250945.363474235,1884986290963.065,2450289809190.476,0.03594123461189879,14980672057.352873,2465270481247.882,-575050038.4423084,-954641224.1428151,-94916961.35515848,-9975.654385864176,-304599996.8582636,-45593709.05342148,-277776413.38165134
4424.866337903812,5279602973724.145,29695853139287.73,102904883922678.31,137880340035687.61,1882985481165.1794,0.0,49199953.67725402,1883034681118.8586,2563468418362.671,0.03594123461189879,15672627075.683548,2579141045438.379,-574583486.1057843,-945110325.4792429,-94282148.39225224,-9971.867655641408,-288643461.40296847,-46554691.036660254,-294066752.7965294
4917.352971694193,5230827545666.119,29421510293846.605,101954249862869.03,136606587702381.27,1870062018128.8962,0.0,48862280.45116829,1870110880409.3467,2665536306605.561,0.03594123461189879,16296652999.89064,2681832959605.4863,-570935270.2457823,-935087226.0103043,-93628533.19641556,-9967.67643110352,-273413813.4104993,-47874513.452968724,-311690895.2450051
5459.088268863613,5178856277865.435,29129192057390.527,100941327524937.38,135249375860193.92,1847242103699.399,0.0,48266025.86334574,1847290369725.2703,2751669903597.644,0.03594123461189879,16823259335.824966,2768493162933.517,-564392305.0045452,-924544419.1837975,-92952583.80710308,-9963.03550313712,-258883365.05185336,-49381309.046188,-329074744.16266555
6054.9970957499745,5123517957487.064,28817935417082.09,99862779689687.31,133804233064258.36,1815470868295.6787,0.0,47435884.938388236,1815518304180.6177,2817791745314.848,0.03594123461189879,17227517159.17725,2835019262474.059,-555196719.2890201,-913453580.8744594,-92250719.08407891,-9957.893862889463,-245024399.5840428,-50894536.72120087,-344829922.4636339
6710.496805324972,5064637755340.431,28486757018650.664,98715198622358.2,132266593396347.73,1775580887989.5764,0.0,46393611.80267122,1775627281601.378,2860759488463.805,0.03594123461189879,17490214715.90687,2878249703179.749,-543555456.4398913,-901785877.6512505,-91519267.52254663,-9952.19385348035,-231809078.0011578,-52240734.57539539,-357823761.86045015
7431.5464858574705,5002038030184.598,28134657690257.797,97495121747188.11,130631817467631.05,1728326138638.461,0.0,45158906.86152279,1728371297545.3323,2878495801261.5015,0.03594123461189879,17598651550.75912,2896094452812.29,-529654695.11992216,-889512255.6710186,-90754422.66518673,-9945.870182402547,-219209633.34433568,-53267923.74087642,-367218897.73715025
8224.701134443218,4935539303559.536,27760627925524.99,96199050645849.4,128895217874934.28,1674424531215.0493,0.0,43750528.191893294,1674468281743.2354,2870052725787.573,0.03594123461189879,17547032006.57125,2887599757794.1567,-513676278.7354118,-876603683.894614,-89952193.87229681,-9938.848770549394,-207198681.83131307,-53856984.33647699,-372485296.17216134
9097.17124788754,4864961429106.966,27363654460481.89,94823473846791.86,127052089736380.27,1614600344814.3928,0.0,42187400.26145982,1614642532214.6501,2835608638237.712,0.03594123461189879,17336446639.317417,2852945084877.065,-495813089.6157685,-863031346.3998523,-89108353.17196795,-9931.045402939078,-195749532.7026986,-53928827.7291202,-373389419.73034513
10056.888372676294,4790124987239.428,26942728118039.14,93364894007158.94,125097747112436.78,1549618507621.1826,0.0,40489509.6455734,1549658997130.8262,2776400000701.91,0.03594123461189879,16974454960.42856,2793374455662.394,-476280680.06140924,-848766798.6220804,-88218379.62563185,-9922.364133139823,-184836430.5421597,-53446893.70356401,-369965872.58131474
11112.577209943924,4710852942267.507,26496853128692.555,91819860210535.58,123027566281494.69,1480304761135.6946,0.0,38678431.892171636,1480343439567.5808,2694593787544.0884,0.03594123461189879,16474305474.41834,2711068093018.5566,-455323335.8999173,-833782117.5231633,-87277401.97815388,-9912.695383470369,-174434706.7569187,-52415219.10617332,-362476668.2506338
12273.834930938317,4626972604199.145,26025058164906.473,90185006203477.69,120837036972583.11,1407548717146.3403,0.0,36777411.39648501,1407585494557.7317,2593109981878.132,0.03594123461189879,15853850454.01411,2608963832332.1787,-433213861.00252837,-818050083.5037991,-86280138.65514609,-9901.913681637776,-164520846.47560552,-50872898.37314013,-351362675.62552446
13551.218424032151,4538317941228.049,25526409348011.05,88457095467804.45,118521822757042.42,1332290013500.8237,0.0,34810999.66940255,1332324824500.4963,2475406976301.679,0.03594123461189879,15134233918.32561,2490541210220.054,-410247480.06766254,-801544431.6969655,-85220832.21510153,-9889.874982207139,-155072492.70480964,-48886096.77335739,-337191175.1646433
14956.340266435367,4444732291530.134,25000025501081.473,86633074076442.42,116077831869053.78,1255490597709.486,0.0,32804331.144191906,1255523402040.6348,2345245905725.776,0.03594123461189879,14338450805.151493,2359584356530.97,-386731161.2716189,-784240203.2688298,-84093174.27733023,-9876.413530445758,-146068413.58852756,-46538872.38526818,-320602991.88486373
16501.974293078907,4346071524563.257,24445095930120.652,84710132311255.33,113501299765939.2,1178098193708.0354,0.0,30782168.61068015,1178128975876.6484,2206452387101.757,0.03594123461189879,13489890288.932652,2219942277390.734,-362970242.717933,-766114216.005541,-82890217.93078879,-9861.338221658625,-137488455.08223334,-43923960.6677448,-302262380.9976559
18202.1717223868,4242207702639.509,23860901019122.254,82685776032574.19,110788884754337.06,1101007011879.2244,0.0,28767876.61938652,1101035779755.8428,2062695114967.193,0.03594123461189879,12610982151.595278,2075306097118.828,-339254468.60306174,-747145660.9090484,-81604278.63833295,-9844.428375856043,-129313494.49007036,-41134450.78871257,-282812603.7720821
20072.38889462548,4133033292751.3276,23246835920137.785,80557908774771.64,107937777987662.2,1025021700143.5234,0.0,26782479.57055864,1025048482623.0919,1917299559713.8464,0.03594123461189879,11722057764.77523,1929021617478.6536,-315845421.87765783,-727316820.761663,-80226832.0271572,-9825.428779968586,-121525403.3705508,-38257005.82481676,-262839764.04298916
