t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 11: solute,Flux surface 12: solute,Flux surface 13: solute,Flux surface 9: solute,Flux surface 14: solute,Flux surface 10: solute
145960.93025974592,624231770082.6888,20633311020959.504,115507997173513.6,136765539964557.1,198969743311.3528,0.0,7377252.834365908,198977120564.18787,541389544707.35034,0.0,15583146101.913012,556972690809.2603,-41242352.944664516,-2639403.9021943933,-276.77510470686025,-8080023.284557779,-2351981.9014529833,-15445116.01253893
164157.02328572053,618282112002.8601,20436652080518.125,114407134171803.42,135462068364321.83,190750735768.7169,0.0,7072514.557710574,190757808283.2747,517702718460.93225,0.0,14901354082.683968,532604072543.6131,-40346764.18482778,-2621363.207220197,-276.6537394786983,-7643168.279949894,-2247038.1702761725,-14754561.947990382
184172.7256142926,611944129843.2507,20227157528205.2,113234418003095.03,134073519661143.97,182598506247.0542,0.0,6770252.227074625,182605276499.28137,494422637770.50867,0.0,14231269636.802845,508653907407.31024,-39440677.46732589,-2602505.655349847,-276.5191592638299,-7227526.418470106,-2144280.401661114,-14078227.552789742
206189.99817572188,605197254905.8239,20004147486369.035,111986042485992.03,132595387227265.95,174522841880.3539,0.0,6470828.722566056,174529312709.07684,471544913843.8242,0.0,13572766435.892189,485117680279.7177,-38524060.49784411,-2582753.2311084648,-276.3698452514124,-6832087.215975895,-2043608.4101619485,-13415600.025589816
230408.9979932941,598020532345.3744,19766929313304.88,110658129948322.4,131023079793973.28,166534311026.0159,0.0,6174635.889916247,166540485661.9057,449072506397.55994,0.0,12925929670.335842,461998436067.8931,-37596939.58910636,-2562021.4482783373,-276.2040842198631,-6455882.178297148,-1944974.6311111,-12766446.514176365
257049.89779262352,590392721186.2544,19514800909172.484,109246749731434.48,129351943361793.86,158644014259.8762,0.0,5882085.3080576705,158649896345.18524,427014119640.26276,0.0,12291009879.027365,439305129519.29083,-36659385.78051484,-2540218.5552135915,-276.0199383226356,-6097981.417035049,-1848370.7507686017,-12130754.667750867
286354.8875718859,582292416007.5563,19247054738141.65,107747940704184.22,127577287858333.38,150863334208.1472,0.0,5593599.013577929,150868927807.161,405382627894.68365,0.0,11668377632.546423,417051005527.23096,-35711499.19197933,-2517244.5346848494,-275.81521002299166,-5757493.5450309105,-1753816.6617307076,-11508675.563092979
318590.3763290745,573698193821.5425,18962982683280.44,106157738438941.94,125694419316043.83,143203712201.4717,0.0,5309601.219664058,143209021802.69116,384193690789.8343,0.0,11058483673.05821,395252174462.89154,-34753393.77308105,-2492989.9537137644,-275.5874013361781,-5433566.370061019,-1661351.497301544,-10900473.859070756
354049.413961982,564588790403.5896,18661881874928.28,104472207837647.86,123698678502980.0,135676464150.13036,0.0,5030511.489259793,135681494661.61934,363464633726.19476,0.0,10461826689.876732,373926460416.07196,-33785184.085701875,-2467334.7077344977,-275.33366637031054,-5125387.233407524,-1571026.7003298237,-10306487.649231553
393054.35535818024,554943310950.2115,18343061653757.95,102687482110403.03,121585487075111.23,128292636972.57608,0.0,4756739.411829025,128297393711.98746,343213598616.5824,0.0,9878928874.62211,353092527491.205,-32806975.32620981,-2440146.660667574,-275.05075595284063,-4832182.7040715795,-1482900.9206970315,-9727098.116124924
435959.7908939983,544741480420.8925,18005851845543.99,100799809097717.84,119350402423682.53,121062900609.85965,0.0,4488680.599546574,121067389290.45923,323458927498.6324,0.0,9310318179.311323,332769245677.94324,-31818857.51005538,-2411280.123125108,-274.73495279954176,-4553217.76838068,-1397036.396161944,-9162707.605081897
483155.76998339815,533963939255.42786,17649612535778.133,98805605989774.36,116989182464807.1,113997468286.77792,0.0,4226713.730800227,114001695000.50887,304218725759.9652,0.0,8756515744.37267,312975241504.33826,-30820904.544665862,-2380574.062932406,-274.38199515783407,-4287794.773614059,-1313496.4364537103,-8613724.172619663
535071.346981738,522592590357.57666,17273745538847.959,96701523532873.53,114497861662079.58,107106037811.14665,0.0,3971198.373728534,107110009009.52,285510553567.98065,0.0,8218027016.862546,293728580584.84186,-29813178.712138295,-2347849.9393636296,-273.9869861392738,-4035252.3400727347,-1232343.6753752339,-8080550.73659462
592178.4816799118,510611003302.0458,16877707758679.045,94484520825528.69,111872839587508.56,100397747963.27803,0.0,3722473.3692621277,100401470436.64684,267351204191.5985,0.0,7695335369.749262,275046539561.34814,-28795740.814827412,-2312909.125372337,-273.5442851362196,-3794964.365091175,-1153638.8341552138,-7563577.326576778
654996.3298479031,498004881634.0492,16461026634846.838,92151951790435.73,109110983306915.72,93881145486.92032,0.0,3480855.6072382387,93884626342.52794,249756539489.0409,0.0,7188897366.643883,256945436855.6856,-27768665.91301211,-2275530.0475436547,-273.0473769325976,-3566339.16965016,-1077439.8171293305,-7063175.359226176
724095.9628326935,484762598828.7763,16023317858182.836,89701664352705.31,106209744809716.6,87564159427.2075,0.0,3246639.074922263,87567406066.28285,232741362561.2448,0.0,6699139096.29283,239440501657.53568,-26732064.267170038,-2235465.4263580497,-272.48871348741045,-3348818.8018292803,-1003801.0221602971,-6579693.221297982
800105.5591159628,470875807833.7049,15564305518598.746,87132113235460.5,103167294561892.73,81454080508.47446,0.0,3020094.092393408,81457100602.56625,216319314635.21707,0.0,6226453204.494895,222545767839.71207,-25686106.86964524,-2192440.30767457,-271.859522936631,-3141878.4994690423,-932772.7908090226,-6113452.701321888
883716.1150275592,456340127925.4018,15083844808471.668,84442487063507.36,99982671999904.02,75557543992.65515,0.0,2801466.6769815027,75560345459.33238,200502788106.468,0.0,5771196391.136431,206273984497.6032,-24631054.87167856,-2146151.882217139,-271.14958007832695,-2945026.299808717,-864400.9513387932,-5664745.985867726
975687.7265303152,441155910595.5572,14581947338281.52,81632850092480.62,96655953341356.98,69880515075.6686,0.0,2590978.001804595,69883106053.6702,185302851020.2507,0.0,5333687236.476604,190636538256.728,-23567292.29054926,-2096272.317032338,-270.34693237126606,-2757802.7325143153,-798726.4261758506,-5233833.053478661
1076856.4991833468,425329083028.6427,14058809016966.168,78704298297546.27,93188436397539.19,64428276338.48421,0.0,2388823.930489057,64430665162.41493,170729180491.5826,0.0,4914204284.723442,175643384776.3063,-22495361.565719225,-2042455.890609706,-269.437575185059,-2579780.4111787584,-735784.8875561019,-4820939.375552188
1188142.1491016815,408872063171.5972,13514840298703.83,75659128711536.42,89582841073411.89,59205416969.289604,0.0,2195174.6175570264,59207612143.90686,156790003679.80173,0.0,4512984345.058252,161302988024.8596,-21416001.72244111,-1984351.5641313808,-268.40506965980404,-2410563.12958745,-675606.4516736685,-4426253.8732605465
1310556.3640118497,391804734279.0738,12950698395609.057,72501019770453.8,85843522900341.6,54215823322.46617,0.0,2010174.15837919,54217833496.62465,143492044858.59894,0.0,4130220968.1099567,147622265826.7089,-20330188.97953594,-1921621.6989865005,-267.23009617338244,-2249783.7965567163,-618215.402680661,-4049927.0825645556
1445212.0004130348,374155459188.4357,12367320803675.656,69235219012626.81,81976695275489.88,49462669907.53887,0.0,1833940.2550695322,49464503847.79388,130840476003.51254,0.0,3766063023.6758933,134606539027.1878,-19239179.51004693,-1853966.9543237218,-265.8899363746975,-2097100.2976074168,-563629.9340885174,-3692069.450486353
1593333.2004543385,355962105676.10645,11765959195021.7,65868732830414.164,77990654131111.27,44948409322.22099,0.0,1666563.8432304447,44950075886.06419,118838866772.52869,0.0,3420613260.975089,122259480033.50444,-18144553.68814763,-1781156.5283533523,-264.3578775562807,-1952188.3138337687,-511861.88915048714,-3352749.642976301
1756266.5204997724,337273044414.6598,11148212404503.186,62410511154114.555,73895996603032.66,40674759328.542015,0.0,1508108.6127708226,40676267437.154686,107489128821.83682,0.0,3093926705.847578,110583055527.68468,-17048260.55874193,-1703061.950915466,-262.6025356198987,-1814730.4475295574,-462916.4781638107,-3031992.717925028
1935493.1725497497,318148070595.3912,10516056893192.473,58871618013120.055,69705822976908.68,36642685595.05508,0.0,1358610.3680344622,36644044205.42298,96791450151.87323,0.0,2786008770.9903173,99577458922.86412,-15952660.527831804,-1619691.7332554052,-260.5870981621859,-1684401.8304837253,-416791.954008129,-2729778.0373363886
2132642.489804725,298659189347.2878,9871872709816.559,55265376896114.26,65435908795278.414,32852379752.999725,0.0,1218076.2141827382,32853597829.213875,86744218127.44067,0.0,2496813040.1931148,89241031167.63397,-14860563.49475069,-1531223.4860151382,-258.26849877249407,-1560853.689485682,-373479.239905485,-2446036.875666705
2349506.738785198,278891193667.32227,9218462593895.291,51607477719368.65,61104831506931.03,29303234113.69957,0.0,1086483.619784873,29304320597.31928,77343934407.32877,0.0,2226238819.7013416,79570173227.02971,-13775258.921372218,-1438029.765480804,-255.59654942011898,-1443697.8467506596,-332961.5230294674,-2180649.8118297393
2588057.4126637178,258941951761.2223,8559061473767.197,47916030025353.53,56734033450881.04,25993816046.173176,0.0,963779.4668101039,25994779825.640022,68585129593.43499,0.0,1974128681.5059736,70559258274.9406,-12700533.714422304,-1340693.998525712,-252.5130822092203,-1332496.3630888532,-295213.8470857818,-1933444.12344495
2592000.0,258612735439.50073,8548179575096.931,47855111087357.734,56661903397893.86,25939282122.548447,0.0,961757.4983642194,25940243880.04688,68440800699.750404,0.0,1969974372.9649866,70410775072.71567,-12682803.898634482,-1339086.720885002,-252.46208155689675,-1330663.3123242762,-294591.83694458747,-1929370.6545341746
