t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 12: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 14: solute,Flux surface 9: solute,Flux surface 15: solute,Flux surface 10: solute
50.0,2370574972.207223,7708480997394.745,143785168250163.62,151496019822533.06,-272922112655.14066,0.0,-31806238.53718293,-272953918893.67618,1007321658325.908,0.03594123461189879,1870673186017.2783,2877994844343.216,1011029.8878970983,-2446.704259704935,-236.73406588913696,-0.022823035670279077,259.788438987298,-86895.8489390952,253481.9509118537
105.0,7349279018.534896,9422047190945.043,142095984535400.62,151525381005364.9,-300792095086.74164,0.0,-28213546.402131926,-300820308633.14374,1589425466404.0505,0.03594123461189879,1287074584849.969,2876500051254.058,2209528.930579871,-16035.055172482473,-1563.7276838419057,-0.15384658731797732,1652.790978374838,-304892.6127288769,889994.472208884
165.5,22506275435.277676,11803348111758.768,139701242921364.8,151527097308559.94,-299998590345.14923,0.0,-22799034.903910946,-300021389380.05286,2109791719893.338,0.03594123461189879,764193109100.403,2873984828993.7837,4001456.663151774,-101521.52721512842,-9900.300382132422,-0.9740622275439221,10463.682103966119,-870392.988784095,2545871.709266201
232.05,66027119718.17867,14608243062141.137,136853738622176.03,151528008804034.8,-296931325636.83026,0.0,-18416703.565090645,-296949742340.3958,2460189046377.104,0.03594123461189879,409812651245.32776,2870001697622.492,6418094.282256922,-600495.5959260996,-58558.93027367994,-5.761545858057459,61890.77460096182,-2082461.6451371764,6120000.824034792
305.25500000000005,184968420305.14145,17842872461303.613,133500447293843.78,151528288175453.06,-291843162624.6903,0.0,-14887972.15862835,-291858050596.8489,2655103875597.2715,0.03594123461189879,209527274591.28424,2864631150188.605,9090276.868831327,-3301342.231980145,-321920.59849990194,-31.67670584098219,340224.0155861182,-4318898.767626713,12792941.198158208
385.7805000000001,493265341253.6522,21478081682628.85,129554863421261.38,151526210445142.8,-284110151402.7169,0.0,-12018425.04390504,-284122169827.7612,2752813827313.827,0.03594123461189879,106176636556.59375,2858990463870.4644,11872965.32234624,-16778161.527904004,-1635588.8616712661,-161.0340952219461,1728445.1836593738,-7905864.661914522,23662444.70342635
474.35855000000015,1247878956581.1973,25423564717190.49,124842109590192.4,151513553263964.97,-263792851572.1271,0.0,-9331930.00943125,-263802183502.13702,2797233345728.432,0.03594123461189879,54464711037.21391,2851698056765.694,13865504.120685345,-78113503.79569843,-7603749.0814144695,-750.8322155216812,8052120.068735862,-12830274.95010843,39041096.950259656
571.7944050000002,2980254339120.212,29473356896591.26,118999305688256.5,151452916923968.12,-181121238189.45892,0.0,-5404847.914703206,-181126643037.37256,2803005299220.63,0.03594123461189879,28478144623.103943,2831483443843.762,6711999.888655028,-324971545.27650064,-31456805.383641668,-3144.88517903467,33746737.136206254,-18767962.174582217,57987857.59802466
678.9738455000003,3731047419699.3403,30496993876292.246,116939062764040.05,151167104060031.28,-53714015062.14898,0.0,-1532572.2197254875,-53715547634.36869,2780180812442.8027,0.03594123461189879,23794992811.56251,2803975805254.4053,-8474884.749622492,-456620886.8537387,-43895655.79455387,-4430.302338535567,-23477145.24724425,-17947260.42437276,54898657.97709636
796.8712300500003,3724017156505.7935,30439530635117.49,116718709289456.9,150882257081079.94,82368116441.65521,0.0,2350133.1432857094,82370466574.79855,2753226706431.8745,0.03594123461189879,23564298008.3829,2776791004440.2773,-18503236.709521875,-438517395.99183154,-41834072.965971485,-4258.0173694977175,-83366313.1268576,-15425870.032575332,45726929.63478112
926.5583530550005,3717614836451.0146,30387199327510.363,116518058739333.5,150622872903294.66,223775547186.65582,0.0,6384780.3352629,223781931966.99173,2730592716286.6274,0.03594123461189879,23370578467.954987,2753963294754.654,-25806011.422689844,-420947486.0117945,-39837242.374061,-4088.781845575238,-120714491.42519996,-13662939.487558546,39146634.26799796
1069.2141883605007,3711440829310.288,30336734238767.89,116324565201992.98,150372740270068.38,367089809993.28204,0.0,10473833.399151783,367100283826.67975,2716409908720.4336,0.03594123461189879,23249190849.638794,2739659099570.106,-31582467.126194235,-404852978.52773726,-37953422.01003478,-3923.056459001688,-144094166.31047016,-12048727.930495873,34262634.63870129
