t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,575977153120264.9,50039684393003.734,323291202919615.4,168362013869591.44,50038102012556.49,313258843391478.2,-349656413.56545013,7006277207.747208,-41947155.523864895,3.5320613231874986e-20,-51404345118.36197,410.1634918741686
