t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute
10000.0,567910579883137.2,2170143367076.948,4509952329306.045,-15703552.0174177,2111857994.9165921,10653652.996779758,-4.984894592271194e-32,-77755545602.32233
