t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 11: solute,Flux surface 12: solute,Flux surface 13: solute,Flux surface 9: solute,Flux surface 14: solute,Flux surface 10: solute
724095.9628326935,92156752521.1085,730248466267.6803,2776765501634.656,3599170720423.4927,5769310648.1496525,0.0,154199.83668200264,5769464847.986338,10854210394.153782,0.0,86911193.83470334,10941121587.988436,-13611769.058580883,-1294103.5670185438,-1387.4493236081137,-1896780.5967330069,-161287.7494127584,-1067774.8323564706
800105.5591159628,66366757911.048294,525889019996.871,1999690420689.755,2591946198597.679,4035651711.4981956,0.0,107863.29126140017,4035759574.7894716,7589664439.265361,0.0,60771513.90163614,7650435953.166994,-9775367.599891836,-919225.3064673409,-1108.7929427634974,-1383309.7871974306,-112720.43024876875,-746516.3664861296
883716.1150275592,46542590178.31468,368802670712.06714,1402370625499.1711,1817715886389.5383,2754571356.2940526,0.0,73623.08587182206,2754644979.3799267,5178615874.550742,0.0,41465907.92766974,5220081782.478407,-6838180.6904335935,-636846.1542283739,-857.3394799299563,-980649.9105891417,-76874.65907592382,-509298.9508123038
975687.7265303152,31726157482.245567,251397520412.76367,955938170981.6241,1239061848876.6233,1831174156.9917545,0.0,48942.89338283565,1831223099.8851316,3441556157.5335083,0.0,27557025.71678193,3469113183.250285,-4650720.677465444,-429616.86033671966,-639.4658185970875,-674542.5488057572,-51065.50124634502,-338425.0573250918
1076856.4991833468,20980141561.710598,166246278641.9248,632150947876.9208,819377368080.555,1183273315.2761521,0.0,31626.057789865623,1183304941.333941,2223255094.92624,0.0,17801917.22719753,2241057012.153438,-3069178.3249023636,-281691.3741323961,-458.73442703931084,-449360.26732300513,-32974.632226767695,-218600.44730316932
1188142.1491016815,13432258313.980844,106436983134.84555,404726322297.2761,524595563746.10834,741697510.0782126,0.0,19823.79557918342,741717333.8737888,1393228522.447665,0.0,11155777.354707155,1404384299.8023608,-1961394.4130381267,-179168.22227403324,-315.6018526860012,-289359.761574204,-20655.995866695663,-136975.55886139497
1310556.3640118497,8308760699.023679,65838476733.37809,250350631597.09784,324497869029.49725,450014458.09403235,0.0,12027.807163588106,450026485.90119654,845131934.0050778,0.0,6767090.639382567,851899024.6444538,-1211264.1578900565,-110315.35879820742,-207.66041255833585,-179757.36269630425,-12525.547283314361,-83082.29480386112
1445212.0004130348,4954973285.16793,39263123125.15977,149297925779.39594,193516022189.72287,263708622.21840793,0.0,7048.299000997787,263715670.51740822,495148044.65922624,0.0,3964720.256901341,499112764.9161267,-721287.8706832497,-65605.37777366693,-130.3343334023792,-107514.43602544683,-7336.192875579651,-48672.76502846998
1593333.2004543385,2842584526.520248,22524590961.531822,85649701694.49855,111016877182.55107,148913400.72751504,0.0,3980.0980519844243,148917380.82556736,279554482.5114464,0.0,2238432.185594479,281792914.6970407,-413253.97726988036,-37598.30679458785,-77.83345368392962,-61785.43395924884,-4140.760620117477,-27478.159726749545
1756266.5204997724,1565249132.9229004,12403007257.799255,47162405200.29898,61130661591.02096,80843665.41259122,0.0,2160.7572834409693,80845826.16987419,151743116.5430275,0.0,1215028.544615967,152958145.0876437,-227294.54413193304,-20714.957618890494,-44.12091347260492,-34043.63946556509,-2247.058641664513,-14914.313202110283
1935493.1725497497,825408104.86436,6540519657.183553,24870310423.455143,32236238185.50354,42095439.88076177,0.0,1125.1101475644243,42096564.99090928,79001616.33524476,0.0,632577.0888806058,79634193.42412536,-119739.05760009545,-10945.15855493827,-23.687402474035213,-17947.105478740617,-1169.6231408082724,-7764.362598775736
2132642.489804725,415888600.9269019,3295494137.462669,12531108665.212345,16242491403.602102,20973133.082090538,0.0,560.5615459470166,20973693.643636383,39355826.29969106,0.0,315127.654171491,39670953.953862876,-60278.12984965808,-5532.237800920995,-12.018826870106667,-9032.947265181987,-582.5529181368879,-3867.734449368832
2349506.738785198,199761418.2465725,1582906050.7747836,6018996528.923564,7801663997.944884,9974404.627711812,0.0,266.591913383972,9974671.219625125,18714736.695300482,0.0,149851.53731391905,18864588.232614335,-28930.68756761643,-2668.2795224799943,-5.751812628252364,-4331.148125124789,-276.9728356240028,-1839.1243331139758
2588057.4126637178,91259063.7515742,723135255.4614791,2749720108.440181,3564114427.653302,4517121.255790564,0.0,120.73181743829862,4517241.987608005,8474520.243783083,0.0,67856.67932224346,8542376.923105337,-13207.822773205637,-1224.9702496532802,-2.5912965660718648,-1974.1250746248802,-125.40225807963517,-832.7680018000599
2592000.0,89500436.00477286,709199919.3692982,2696731025.7701025,3495431381.144181,4428705.317451441,0.0,118.36867146064424,4428823.686122886,8308614.607478913,0.0,66528.24948355477,8375142.856962475,-12952.991732889237,-1201.5735963917095,-2.5400629418111875,-1935.923985796297,-122.9466230470203,-816.4636718929281
