t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 12: solute,Average T surface 10
10000.0,782407035526413.5,6485180950293.606,14746894029689.03,365672831895312.75,6484989900939.103,14467265203975.768,-57578265.939925574,-235811191433.09036,-1.3364553984131978e-31,-149649928345.57996,410.16327094760965
