t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
100000.0,2270262233985181.0,140415159930879.61,974653525777652.8,614600029448407.2,140410539745290.22,939928455475467.6,-918246528.5554043,5364375278.353587,-217455207.41405398,-5.82530916811616e-20,-179736852776.3774,404.35224265310666,218258728.42715764
