t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
0,219619225547237.6,2261387563178.262,22833787450535.27,68398003465878.77,2261302768828.547,19954031122736.77,-3220978.90270736,-193546777103.66202,-230602409.67019328,-0.005278695681725311,-32813209478.1438,392.73067810115657,-62971873.332967535
