t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,424205429109911.94,14788551540680.188,87919336541409.02,162016043154282.75,14788091745114.084,85355329674769.6,-90944499.11966541,-214056453934.81934,-992252080.8824103,-2.2701126376492774e-20,-64610268658.38544,410.1632560140612
