t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute
10000.0,6.345134806026374e+17,4903830760814443.0,2.095618015382048e+17,-13599694813.673397,10287431171.715996,2001007844.504508,-370.2493019808883,2797878518.464627
