t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute
10000.0,393282602479138.5,1324421856800.4956,2663315336002.6797,-9942495.009095196,-181098632531.22717,-1721056.7583638555,-1.854006904478973e-32,-58370054700.98168
