t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,194527509114905.44,3831018658110.0786,21269672617781.234,87985226344383.53,3830900855041.3984,20674906228900.26,-21348603.323873155,-234090416334.2644,-493128804.52409923,2.0592971265583144e-21,-43521899717.07205,410.16343997933325
