t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
0,3065983987372322.5,171867066514463.53,3897070469860961.5,329024918755772.4,171859891373556.34,2319419683065533.5,-376232815.9340698,-240285584885.65176,-3259071503.923367,-20.70125068744361,-105551323278.08803,402.239202919322,-1410875244.2933574
