t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
0,4044283103026188.0,2900582891288753.5,1.0472694061488306e+17,328781086511460.5,2900427919889272.0,6.170970850316883e+16,-12358811309.21789,9551730963.270226,1181337969.2438326,-122.41322041292841,-86979830668.62016,410.1632560140612
