t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 12: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 14: solute,Flux surface 9: solute,Flux surface 15: solute,Flux surface 10: solute
50.0,2632820090.966712,7837207096526.758,143660532272733.53,151500372189352.1,-277178143071.8909,0.0,-31647624.319711708,-277209790696.2107,1059118633653.4275,0.03594123461189879,1818779715672.942,2877898349326.3794,1099355.4136662118,-2916.000363224069,-282.50066853155323,-0.02732599466830065,308.1569240797348,-98540.01219554305,287456.1599441647
105.0,8986162249.087164,9813589549805.285,141703213352194.97,151525789064248.6,-300891048808.8111,0.0,-27177112.271635212,-300918225921.0848,1690947234784.115,0.03594123461189879,1185242674881.3289,2876189909665.494,2489411.4559951844,-22335.31695197519,-2178.1294348745414,-0.2142962380261866,2302.1449835440744,-372608.2108383921,1087845.058824146
165.5,29665648414.44919,12471503741583.324,139026157199250.12,151527326589245.88,-299494687252.96106,0.0,-21606148.961923566,-299516293401.92316,2215569621233.854,0.03594123461189879,657680831795.0621,2873250453028.972,4635182.388380405,-160154.08308795167,-15618.06216036421,-1.5366191279696382,16506.799336069773,-1103278.137062461,3229234.692684941
232.05,92389616302.5899,15600546078481.938,135835233806888.42,151528169501673.94,-295713675052.33984,0.0,-17210716.722198907,-295730885769.06195,2537222220941.4775,0.03594123461189879,331399977907.51215,2868622198849.03,7472782.611958122,-1046526.5830759578,-102053.93030378336,-10.041115223387017,107859.9031809914,-2681658.9232367403,7894355.626640583
305.25500000000005,270889567485.81308,19190504210755.992,132066606269945.1,151528000048187.75,-289577363749.9781,0.0,-13736864.167606836,-289591100614.1453,2701200988018.401,0.03594123461189879,161454590390.73187,2862655578409.1772,10525184.357262604,-6211672.314966914,-605679.6572473862,-59.604695684264264,640107.6818070351,-5576127.0034927605,16562896.99475604
385.7805000000001,746170727823.1069,23179414826045.227,127597857076170.22,151523442630040.16,-278648871832.01996,0.0,-10886646.459236182,-278659758478.47833,2777384139248.2515,0.03594123461189879,79050147382.01544,2856434286630.308,13577721.047411881,-33338072.234941944,-3248808.6347032716,-320.08325497230874,3436533.8269773107,-10103405.027401425,30377715.784428176
474.35855000000015,1925063913166.806,27412320187351.895,122162949364694.48,151500333465212.4,-240383759884.35907,0.0,-7816123.288666734,-240391576007.64755,2805794010097.313,0.03594123461189879,39576322565.974785,2845370332663.318,13550841.380971715,-159721128.3910423,-15521903.72256642,-1538.4605306652131,16967878.90551333,-16062038.28010852,49219140.325035006
571.7944050000002,4625525226367.831,31554743788516.8,115213284169298.86,151393553184181.06,-78331189176.71341,0.0,-2141818.043430539,-78333330994.7568,2793343490802.7676,0.03594123461189879,20317339663.20342,2813660830466.0034,-7880277.806967947,-656014108.8553398,-63101246.71754406,-6393.467831933808,81958142.70349348,-23296078.56162316,71374926.31394777
678.9738455000003,5774096138936.06,32477185038515.62,112542616395253.08,150793897572704.88,164392185369.0824,0.0,4295353.305706002,164396480722.38782,2760653238817.069,0.03594123461189879,16878188047.770533,2777531426864.878,-38085735.95529451,-902629333.8300291,-85616337.40833701,-8725.084065937577,-146585654.4289239,-22337438.866173957,65847388.36314097
796.8712300500003,5749849120915.946,32340805608458.445,112070008900677.83,150160663630052.2,411838885139.9166,0.0,10760812.700447064,411849645952.619,2736455737045.7,0.03594123461189879,16730248342.363256,2753185985388.106,-55396770.49632265,-867467568.8157827,-80455081.81984572,-8137.369250709424,-367784724.04414606,-18781573.844090488,53932211.59707275
