t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,1150753092717412.2,99546622351604.16,643220060119417.4,336705251023804.44,99543474640365.66,623261937182630.4,-679554258.8656331,6220536908.870718,-20423322.04321343,3.7028555328836397e-19,-92832835257.12178,410.16360718732307
