t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
100000.0,541625443690537.2,12945463063986.629,80681463975001.69,178851521296926.78,12945026321518.17,77567276722537.02,-68995533.40366434,-235527342813.60886,-571734021.7810735,2.205630365428427e-21,-67187099694.01665,399.26766865907825,-136855762.67955825
