t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
0,1681187360338118.8,104213414988621.19,2005525347386875.5,257705913434788.25,104209363385238.34,1252520565515440.8,-273495477.8152515,-243555869362.4858,-3590456584.064929,-13.337869234049567,-89973515754.19626,410.1632091278585
