t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
100000.0,159156200619388.38,1676063536118.7568,13090956986282.705,67007592909521.69,1676003678856.9475,12467472970274.076,-9803304.458173601,-192714185371.83575,-105431131.74872549,-9.415644629814474e-25,-32768439465.117958,392.73067810115657,5059481.296400008
