t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
0,4340574716162303.5,536489675607072.3,1.5683102459694534e+16,489813179752832.8,536466331002707.9,8038926434504495.0,-1421868077.5372336,-247447377197.39557,-7405495477.731217,-71.86387291490279,-156944982417.2163,410.16327094760965
