t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,1009215169133971.4,86959040604113.9,561769029793983.94,294672614810375.75,86956291228812.48,544344270070956.4,-580821292.2672652,8773570373.636503,-52304329.514062226,-3.796666519940697e-19,-85275872326.32397,410.1632560140612
