t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute
10000.0,212248702179795.9,2190736041001.5217,21642954455928.043,-4676882.471741056,-281216871704.3704,-55108789.88035667,-0.004606887220493801,-42184388585.50488
