t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 12: solute,Average T surface 10,Flux surface 14: solute
10000.0,541810428392690.06,2254481563029.7686,4651426242950.52,248208526758846.34,2254411211858.1885,4541965972126.434,-14357989.594945671,-217747120971.98093,-6.387565640952807e-34,-97298474148.25711,402.2395644028754,-3010711.286659943
