t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10,Flux surface 15: solute
0,5583113189477702.0,4332234043040478.0,1.9759488933502422e+17,226861271656816.6,4331966904114878.5,1.4469471304417286e+17,-9197032944.933151,9028657779.614473,-554689750.864751,-2.22543333620955,-50829466716.361465,392.73067810115657,1580747591.5607855
