t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 12: solute,Average T surface 10
10000.0,725227385111641.4,6927531225556.734,15965862575840.912,321983526432297.3,6927326949848.218,15662463590570.283,-60579408.61983573,5777895468.669254,1.0496566018551516e-31,-120313257721.74185,410.16315649996494
