t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,1296799751757048.5,111872517178350.08,722929954520435.5,378836447484546.94,111868980361275.88,700507586547258.9,-751925355.6044143,5862476774.16074,-48923900.39354538,-6.199311679564379e-19,-110785748935.21092,410.1632091278585
