t(s),Total retention volume 6,Total retention volume 7,Total retention volume 8,Total solute volume 6,Total solute volume 7,Total solute volume 8,Flux surface 10: solute,Flux surface 11: solute,Flux surface 12: solute,Flux surface 14: solute,Flux surface 13: solute,Average T surface 10
100000.0,108580258760302.56,1238847341072.1917,6421657328141.313,56468059880195.9,1238809632797.0413,6249259784896.432,-7188463.363320216,-210989754412.74692,-251313460.7634349,1.346652931568851e-22,-32510221895.27626,410.1634918741686
