t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 12: solute,Flux surface 11: solute,Flux surface 13: solute,Flux surface 14: solute,Flux surface 9: solute,Flux surface 15: solute,Flux surface 10: solute
50.0,2352618131.7685986,7650710508997.588,142799705037429.78,150452768164558.84,-275989109006.3531,0.0,-32163665.116552517,-276021272671.4693,932216998921.9758,0.03594123461189879,1731230203790.2207,2663447202712.2314,653256.3097470357,-2487.3236632502235,-246.98926773507333,-0.02282109888916801,-1729.4637946118219,-86708.38634559998,-2527310.821070947
105.0,7295015459.739618,9352478927987.46,141048149075164.2,150407923018609.1,-304038448817.852,0.0,-28518046.263359446,-304066966864.11505,1470412055130.184,0.03594123461189879,1190701185494.5835,2661113240624.795,1480704.0400983822,-16294.705057242778,-1629.1576563156093,-0.15383366788521702,-11063.506981554268,-305594.95641824504,-8882677.374183634
165.5,22340104209.773342,11716200025613.535,138669754556280.17,150408294686104.72,-302967518444.0679,0.0,-23024664.948531177,-302990543109.01587,1949835194398.2827,0.03594123461189879,706254997394.857,2656090191793.1704,2908567.5270936945,-103165.49822848984,-10314.609157997078,-0.9739854511652679,-70042.92444278565,-884628.757928622,-25488853.074597724
232.05,65539583085.92699,14500377347191.621,135843196193279.58,150409113123557.88,-299440945865.2038,0.0,-18572358.855871793,-299459518224.059,2267758991002.241,0.03594123461189879,377758139810.7085,2645517130812.983,5459764.756482761,-610241.49863376,-61012.386438630514,-5.761284986382823,-414303.3098154015,-2192792.874252304,-61759640.959747106
305.25500000000005,183601964646.1863,17711057904463.18,132514183042000.0,150408842911111.47,-293693718667.3716,0.0,-14982375.695815496,-293708701043.069,2433072213588.2866,0.03594123461189879,192005684617.32718,2625077898205.6343,9988890.5649684,-3355724.297583191,-335503.73838693736,-31.681696762625556,-2277888.791598687,-4899945.249024132,-131263612.83991434
385.7805000000001,489611203105.06555,21318970532899.707,128595086602306.81,150403668338311.5,-284834936112.0207,0.0,-12049084.880092615,-284846985196.8994,2492726877899.655,0.03594123461189879,96145033401.8733,2588871911301.577,17984235.652362015,-17077574.411705416,-1707312.3952946498,-161.2420057661191,-11582062.558058333,-10243643.946950205,-249869497.94568
474.35855000000015,1238500363759.836,25232490297944.89,123903817787189.56,150374808448892.56,-261911470249.6012,0.0,-9265374.30586285,-261920735623.90674,2477695969979.6724,0.03594123461189879,48243027210.299034,2525938997190.0044,30087811.151025433,-80057500.10637626,-8001411.11693843,-756.1529342224251,-54050551.329299144,-20407026.78376691,-429530404.24001193
571.7944050000002,2956362459096.36,29237076552244.668,118045297370872.38,150238736382213.9,-174321015726.18823,0.0,-5201922.136422944,-174326217648.3257,2389894843772.151,0.03594123461189879,24281001133.468933,2414175844905.6494,34377473.28974883,-343536052.4095816,-34289929.5684275,-3250.0575427834683,-227321182.29539678,-38984244.56349362,-670566672.4282798
678.9738455000003,3702813087392.8394,30266210321280.984,116054110840575.23,150023134249250.53,-43616130226.59584,0.0,-1244458.6284412793,-43617374685.22434,2271242607850.257,0.03594123461189879,19439096896.934814,2290681704747.2285,8409591.175556479,-501768263.46316636,-49982665.45817377,-4758.924829483648,-322261605.9073672,-46560998.16578894,-661615087.2219809
796.8712300500003,3697060761024.019,30219192733397.402,115873810914848.98,149790064409267.84,91933883787.53857,0.0,2623064.319279907,91936506851.85777,2156431484344.902,0.03594123461189879,18456452100.35497,2174887936445.3066,-23300682.515657555,-500438670.1771698,-49747371.420079835,-4758.746465098616,-311797439.38215977,-47163731.65602026,-567433261.8555636
926.5583530550005,3690844050097.214,30168378546390.4,115678976835344.55,149538199431830.53,228392179509.6253,0.0,6516502.427528667,228398696012.0527,2050117702176.7808,0.03594123461189879,17546534591.968555,2067664236768.7815,-54996424.71927001,-499049527.3273261,-49507675.11384036,-4758.5441594467065,-301497961.18809545,-47742837.48448632,-495577153.9264371
1069.2141883605007,3684127682320.254,30113480261870.934,115468483343544.05,149266091287737.22,362037215768.2359,0.0,10329672.409883305,362047545440.6462,1954089169207.2415,0.03594123461189879,16724646377.014923,1970813815584.2927,-85916986.22834662,-497596050.7933312,-49265920.546696395,-4758.315532168257,-291380368.4285597,-48052090.3720131,-438218628.8825211
1226.1356071965508,3676873177577.053,30054183350923.816,115241124461646.94,148972180990145.2,490360391669.54956,0.0,13990998.681606213,490374382668.23303,1869635336343.3955,0.03594123461189879,16001823593.465141,1885637159936.905,-115448666.36927637,-496072634.55469817,-49024079.77106267,-4758.058015352109,-281456442.6381276,-47898195.45168255,-390728107.3498923
1398.749167916206,3669039283182.372,29990150622126.45,114995607315296.73,148654797220605.3,611641134595.6838,0.0,17451389.738563236,611658585985.422,1797754660655.461,0.03594123461189879,15386611818.075209,1813141272473.5737,-143147221.82695436,-494472937.95231795,-48783662.12784779,-4757.768844041013,-271732824.47165525,-47191222.28904477,-350188987.0997665
1588.6240847078268,3660581903796.5825,29921021648678.695,114730549936752.06,148312153489228.56,724646233220.2338,0.0,20675659.5047591,724666908879.7363,1739314376168.8477,0.03594123461189879,14886433515.410446,1754200809684.3032,-168713990.58197722,-492789987.0405238,-48545674.11703044,-4757.445026743354,-262211505.23027244,-45940998.34659432,-314767869.98947954
1797.4864931786096,3651454028329.289,29846412170914.54,114444478973596.2,147942345172838.66,828467627333.4951,0.0,23637899.139722653,828491265232.6342,1695089688828.6736,0.03594123461189879,14507923501.909805,1709597612330.6228,-191963138.0791907,-491016300.6295865,-48310629.35829021,-4757.083309636673,-252890573.63378647,-44230898.17107498,-283406286.35134476
2027.2351424964709,3641605660534.5684,29765913528998.12,114135827513090.86,147543346702622.94,922447694481.2375,0.0,26319345.311397295,922474013826.5529,1665713940037.893,0.03594123461189879,14256502407.10955,1679970442445.0422,-212792449.77078384,-489144029.8027169,-48078599.80772094,-4756.68013467807,-243765170.67613715,-42187571.56830189,-255616844.97446635
2279.9586567461183,3630983753677.1567,29679092128880.74,113802933034048.61,147113008916605.6,1006149564700.7465,0.0,28707533.21400931,1006178272233.9585,1651581690518.1794,0.03594123461189879,14135547188.837877,1665717237707.056,-231162041.49864793,-487165096.92237824,-47849294.36253092,-4756.231592084455,-234828580.8367606,-39955133.20550604,-231305829.55692247
2557.9545224207304,3619532147108.1104,29585488923873.086,113444035418439.69,146649056489421.8,1079346035841.3713,0.0,30795980.299177986,1079376831821.6677,1652738742003.9487,0.03594123461189879,14145449851.62627,1666884191855.6086,-247080714.42656624,-485071319.5312359,-47622149.183099896,-4755.7333677612705,-226073368.61207172,-37676391.67344413,-210606180.97592166
2863.7499746628037,3607191501713.4272,29484618886994.57,113057274927557.97,146149085316266.44,1142012245566.6572,0.0,32583977.19294011,1142044829543.854,1668783566613.374,0.03594123461189879,14282773800.95594,1683066340414.3674,-260597561.48619103,-482854506.0230358,-47396415.43886383,-4755.180686181815,-217492459.40609875,-35480725.37689864,-193728005.252752
