t(s),Total solute volume 6,Total 1 volume 6,Total 2 volume 6,Total retention volume 6,Total solute volume 7,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total solute volume 8,Total 1 volume 8,Total 2 volume 8,Total retention volume 8,Flux surface 11: solute,Flux surface 12: solute,Flux surface 13: solute,Flux surface 9: solute,Flux surface 14: solute,Flux surface 10: solute
66712.20141996004,1774521504794.7217,21722011714917.52,92919953128144.39,116416486347856.95,437697549979.91376,0.0,12924634.362592975,437710474614.2761,958194151155.7876,0.0,11327460176.455624,969521611332.2457,-238961062.37381446,-17758450.435670093,-2052.850966676293,-32087953.511821467,-9944654.512317661,-65569958.66835527
76983.42156195606,1719536774273.4473,21048942661234.84,90040882139708.08,112809361575218.02,398686862013.184,0.0,11772699.931739863,398698634713.11346,868623296197.6385,0.0,10268583001.46574,878891879199.1064,-227133561.89866555,-17399623.868386246,-2048.4121923316525,-29386567.582445722,-9000218.044008642,-59327464.70617934
88281.76371815166,1662623975218.9,20352271917269.438,87060844934629.03,109075740827116.56,362756969434.7501,0.0,10711737.346447065,362767681172.0987,786714150705.4712,0.0,9300279963.224209,796014430668.7017,-215675383.4343094,-17020386.098995224,-2043.3946454638576,-26965800.65326225,-8137956.657180943,-53632027.634127274
100709.94008996684,1603763809972.558,19631763248530.68,83978830378014.2,105214357436519.45,329635142734.8989,0.0,9733693.262140416,329644876428.1617,711886417027.3462,0.0,8415690991.337051,720302108018.6846,-204536247.46551356,-16617620.747261062,-2037.711467362733,-24780814.897450175,-7352519.343312003,-48446495.31262556
114380.93409896354,1542960086474.8545,18887463257086.812,80795037204474.52,101225460548035.69,299060670823.9105,0.0,8830869.22241858,299069501693.13336,643447038157.075,0.0,7606623008.271191,651053661165.3405,-193669700.57286352,-16188063.176546922,-2031.2606643490622,-22796626.47994645,-6636469.110970543,-43720787.0397577
129419.0275088599,1480242245088.131,18119732312776.316,77511006345134.86,97110980903001.19,270801657887.70914,0.0,7996417.6481607,270809654305.35532,580729623397.0211,0.0,6865198173.800583,587594821570.8243,-183036431.38464633,-15728336.516625667,-2023.9220851597076,-20985538.696924515,-5982332.751091953,-39405048.88979648
145960.93025974592,1415668282235.3066,17329280341877.926,74129774034537.61,92874722658650.36,244658997834.3463,0.0,7224459.197717029,244666222293.54446,523148634420.7965,0.0,6184494455.373942,529333128876.17145,-172605342.01471746,-15235060.722776573,-2015.5538228033904,-19325347.329855748,-5383448.490326544,-35455004.704701506
164157.02328572053,1349327948526.0066,16517205975824.967,70656039291928.72,88522573216279.86,220464118990.9619,0.0,6510016.170769217,220470629007.13333,470209664895.5147,0.0,5558667151.00467,475768332046.51776,-162353516.16161713,-14705041.108602457,-2005.9880306185028,-17798050.2035329,-4834180.318530477,-31833245.889417477
184172.7256142926,1281346080064.363,15685037330214.066,67096338377609.5,84062721787888.84,198074429259.14346,0.0,5848878.00974498,198080278137.1532,421500859567.4065,0.0,4982847448.98396,426483707016.3895,-152265772.8209797,-14135531.364459308,-1995.0261486950023,-16388885.355951464,-4329851.944369115,-28508740.281479295
206189.99817572188,1211885892542.9565,14834772328311.125,63459217301989.84,79505875522844.27,177368465377.2704,0.0,5237458.063899266,177373702835.3339,376678659228.70264,0.0,4452973909.906179,381131633138.61,-142334158.18771607,-13524552.907100935,-1982.4335334780824,-15085579.465548854,-3866588.8152684066,-25455767.86881557
230408.9979932941,1141152034351.274,13968916074656.479,59755391717345.14,74865459826352.23,158241567648.17438,0.0,4672665.869697628,158246240314.0438,335453727135.71954,0.0,3965626093.6512184,339419353229.3694,-132557514.5884653,-12871240.257994838,-1967.9334916677265,-13877728.601749366,-3441153.4299906353,-22652826.350027338
257049.89779262352,1069393161140.1793,13090512370826.834,55997881753221.46,70157787285187.97,140602287840.77545,0.0,4151801.0808643843,140606439641.85587,297579026521.55865,0.0,3517883615.831896,301096910137.3913,-122941147.25743087,-12176173.411191218,-1951.2007652011064,-12756267.302555922,-3050803.9755730946,-20081695.762294438
286354.8875718859,996903761424.608,12203166063141.568,52202107635589.68,65402177460155.08,124369481350.51735,0.0,3672467.6036958722,124373153818.12164,262840291279.9701,0.0,3107213495.4752827,265947504775.4476,-113496553.63805707,-11441654.50839084,-1931.8546206710087,-11713013.201102722,-2693181.4409024194,-17726692.606310748
318590.3763290745,924024930304.6953,11311052514265.227,48385930227538.31,60621007672107.82,109469965115.0163,0.0,3232504.4383822624,109473197619.45468,231048545883.48547,0.0,2731381728.0458226,233779927611.53336,-104241158.32790896,-10671888.360524997,-1909.4518840635021,-10740301.184543846,-2366221.5920890677,-15574088.423570111
354049.413961982,851143756090.2583,10418910095289.979,44569618937479.195,55839672788858.59,95836630653.11275,0.0,2829929.9595269263,95839460583.07188,202034244037.93286,0.0,2388383994.614649,204422628032.54742,-95197992.05856343,-9873034.26010174,-1883.4805490211954,-9830738.227620032,-2068086.5577557452,-13611657.89876075
393054.35535818024,778690956050.1503,9532011245245.88,40775727944265.74,51086430145562.37,83406927622.29706,0.0,2462897.1375868223,83409390519.43494,175642668858.84958,0.0,2076391284.3105798,177719060143.1595,-86395255.48192763,-9053109.08181245,-1853.3549930939125,-8977112.270249147,-1797111.5238717403,-11828326.82921978
435959.7908939983,707136382662.0802,8656107463220.691,37028860910375.15,46392104756257.77,72121651849.97466,0.0,2129657.7510257903,72123781507.72523,151730322349.474,0.0,1793707211.957747,153524029561.43207,-77865713.77024657,-8221737.19684842,-1818.414377909689,-8172473.634041258,-1551763.1041139828,-10213897.421071237
483155.76998339815,636982037638.3198,7797343792906.188,33355305186116.953,41789631016661.25,61923977471.82068,0.0,1828533.8066303385,61925806005.62735,130162084183.04956,0.0,1538734430.1687906,131700818613.21892,-69645875.42340967,-7389759.205463697,-1777.9264881714432,-7410378.526040939,-1330606.679313261,-8758833.16295665
535071.346981738,568752299103.1155,6962139192994.115,29782520073637.32,37313411565734.39,52758671034.61327,0.0,1557894.3329972997,52760228928.94629,110808943716.15897,0.0,1309947817.9808795,112118891534.1404,-61774919.634069234,-6568726.859353118,-1731.1000475616481,-6685249.17786002,-1132280.3880743345,-7454088.030369934
592178.4816799118,502981207800.3185,6157030906754.114,26338471076888.582,32998483191442.406,44571425582.940445,0.0,1316135.716988132,44572741718.657555,93546126703.86551,0.0,1105872335.52235,94651999039.38753,-54293353.33937515,-5770323.974802252,-1677.1093348287484,-5992774.743910318,-955473.7299661747,-6290966.516603896
654996.3298479031,440196882747.3536,5388483692721.485,23050813822320.234,28879494397788.79,37308262817.91161,0.0,1101664.0502599832,37309364481.96157,78251470214.72064,0.0,925063812.8128963,79176534027.53365,-47241403.44666204,-5005761.242557094,-1615.135496425854,-5330260.964879083,-798909.1416258103,-5261003.4984523645
724095.9628326935,380903441632.8017,4662668510511.438,19945947301208.93,24989519253352.832,30914974295.447838,0.0,912878.6285845203,30915887174.076458,64803955239.09407,0.0,766091602.7588644,65570046841.85274,-40657181.76325778,-4285195.782867486,-1544.428944116455,-4696840.441197502,-661325.5327228114,-4355856.967896773
800105.5591159628,325561163450.12286,3985219689463.882,17047975052362.969,21358755905276.92,25336604923.522785,0.0,748156.7001990528,25337353080.22307,53082381219.108475,0.0,627522911.8966885,53709904131.00542,-34574697.6522509,-3617223.8190078977,-1464.3960949231005,-4093479.0590386195,-541463.5734642388,-3567211.9025098234
883716.1150275592,274566008159.44257,3360984226404.8823,14377632662966.525,18013182897530.77,20517015368.50636,0.0,605840.5442400504,20517621209.05064,42964243224.095116,0.0,507909526.7434907,43472152750.83843,-29021831.81044969,-3008487.269764146,-1374.710793792274,-3522752.1527094534,-438053.33369586454,-2886698.884400712
975687.7265303152,228229943739.39932,2793780966580.265,11951257539194.264,14973268449514.06,16398584340.993412,0.0,484228.67963432765,16399068569.673065,34324929379.458546,0.0,405778326.0784925,34730707705.53707,-24018417.61967811,-2463423.2614861745,-1275.4454590454895,-2988407.4236472533,-349805.46527264186,-2305835.0678225844
1076856.4991833468,186763761425.54352,2286190242607.1406,9779888966411.498,12252842970444.258,12922119172.045637,0.0,381573.22453276016,12922500745.270212,27037376262.060738,0.0,319627207.1556519,27357003469.21638,-19574597.578629076,-1984170.9077915666,-1167.2091495136833,-2494770.8460843195,-275407.3191210839,-1815996.572872115
1188142.1491016815,150264125274.92526,1839395346178.2485,7868589901427.888,9858249372880.951,10027030669.083744,0.0,296085.0595753849,10027326754.143356,20972296801.264645,0.0,247927779.89320955,21220224581.15782,-15689625.519602805,-1570633.9734376462,-1051.2701924593823,-2046079.0062855855,-213525.1340556034,-1408429.9041056824
1310556.3640118497,118706456450.64355,1453095423167.0781,6216074307395.512,7787876187013.203,7651798854.933555,0.0,225947.58055436853,7652024802.514086,15999034930.723963,0.0,189135470.30830532,16188170401.03229,-12351266.750232153,-1220683.1994435303,-929.632053581006,-1645832.2006649585,-162812.79634407346,-1074305.9775956608
1445212.0004130348,91944873685.93495,1125504744205.2341,4814703998208.624,6032153616099.826,5734717245.374307,0.0,169338.6759534676,5734886584.050255,11987019789.722527,0.0,141706711.6330872,12128726501.355682,-9535906.813609315,-930469.9871047412,-805.0266908800459,-1296256.5997090978,-121926.81900792898,-804814.8754889171
1593333.2004543385,69719809708.43488,853445937572.1854,3650887450568.4473,4574053197849.082,4214863940.582656,0.0,124459.4020042444,4214988399.984622,8807709428.667362,0.0,104121922.1908934,8911831350.858295,-7209417.390180484,-694815.240098612,-680.7943992768718,-997943.4919127271,-89546.33678145222,-591293.8782320404
1756266.5204997724,51673148197.1226,632535281813.6068,2705872445732.021,3390080875742.799,3033215944.894313,0.0,89566.88708658033,3033305511.7813954,6336846933.765206,0.0,74912176.59063897,6411759110.355841,-5328750.633256865,-507634.13744959683,-560.6365717910751,-749703.7581029859,-64396.23567542549,-425376.82063962694
1935493.1725497497,37369866787.88198,457447639682.4268,1956879415959.0862,2451696922429.4463,2133803705.9349608,0.0,63008.42375439076,2133866714.3587239,4456811254.976893,0.0,52686996.47165449,4509498251.448576,-3844150.008336983,-362359.29803671065,-448.2573595189576,-548641.9377638395,-45271.14237675007,-299150.09713460994
2132642.489804725,26324352922.856216,322238592933.67944,1378479496259.8035,1727042442116.3484,1464797470.8798854,0.0,43253.5474106062,1464840724.4272962,3058834153.8028636,0.0,36160558.55852088,3094994712.3613687,-2701788.3598944433,-252330.29146861497,-346.945381700711,-390422.193405515,-31057.917487008566,-205299.92736026223
2349506.738785198,18028923186.52503,220693550294.59106,944087968713.0221,1182810442194.1423,979424871.6004944,0.0,28921.13139262882,979453792.73189,2044871678.3673825,0.0,24173818.646738496,2069045497.014127,-1846585.682696588,-171125.37895216217,-259.1753972573909,-269673.1149557226,-20754.501198712347,-137236.65181519566
2588057.4126637178,11981756148.289684,146669676153.7534,627426997017.0159,786078429319.0543,636638168.6653105,0.0,18799.08981221492,636656967.7551179,1328958980.7643523,0.0,15710527.824547054,1344669508.5888948,-1224932.1113442818,-112820.27110476581,-186.31880367412873,-180463.29926942743,-13483.397938559525,-89184.55347401129
2592000.0,11882646700.91236,145456469163.81854,622237112670.288,779576228535.0293,631024550.8903092,0.0,18633.32704473126,631043184.2173524,1317234972.0723743,0.0,15571930.345374953,1332806902.4177432,-1214744.293993023,-111865.04426558387,-185.12113294838508,-179000.72581000172,-13364.32562066389,-88397.63916458363
